id,title,lat,lon,street,zip,city,plug,open,parking,network,payment_text,operator,access,electricity_mix,charge_type,payment_mode,payment_RFID,payment_OTHERS,imga,img,info,payment_APP,payment_PLUG-N-CHARGE,times,payment_CREDIT-CARD,payment_DEBIT-CARD
64516,Ladestation Sankt-Michaels-Allee 22*2,49.46516700,8.17036100,Sankt-Michaels-Allee 22,67098,Bad Dürkheim,0,1.0,,,,Stadtwerke Bad Dürkheim GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64518,Ladestation Wormser Straße 103,49.54585400,8.35277900,Wormser Straße 103,67227,Frankenthal (Pfalz),0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64519,Ladestation Westliche Ringstraße 34,49.53792200,8.35301800,Westliche Ringstraße 34,67227,Frankenthal (Pfalz),0,1.0,,,,Stadtwerke Frankenthal GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64520,Ladestation Jakobsplatz,49.52317300,8.35830000,Jakobsplatz,67227,Frankenthal (Pfalz),0,1.0,,,,Stadtwerke Frankenthal GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64521,Ladestation Jahnplatz,49.53043100,8.35473200,Jahnplatz,67227,Frankenthal (Pfalz),0,1.0,,,,Stadtwerke Frankenthal GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64522,Ladestation Parsevalplatz,49.53341300,8.35894600,Parsevalplatz,67227,Frankenthal (Pfalz),0,1.0,,,,Stadtwerke Frankenthal GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64523,Ladestation Waschmühle*2,49.43670000,7.77029200,Waschmühle,67655,Kaiserslautern,0,1.0,,,,SWK Stadtwerke Kaiserslautern Versorgungs-AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64524,Ladestation Waschmühle*1,49.26248900,7.45327200,Waschmühle,67655,Kaiserslautern,0,1.0,,,,SWK Stadtwerke Kaiserslautern Versorgungs-AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64525,Ladestation Warmfreibad*2,49.44318060,7.77482500,Warmfreibad,67659,Kaiserslautern,0,1.0,,,,SWK Stadtwerke Kaiserslautern Versorgungs-AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64526,Ladestation Warmfreibad*1,49.44661390,7.76875000,Warmfreibad,67659,Kaiserslautern,0,1.0,,,,SWK Stadtwerke Kaiserslautern Versorgungs-AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64527,Ladestation Robert-Schumann-Straße 8a*2,49.52584700,8.56786500,Robert-Schumann-Straße 8a,68519,Viernheim,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64528,Ladestation Robert-Schumann-Straße 8a*1,49.52584700,8.56786500,Robert-Schumann-Straße 8a,68519,Viernheim,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64529,Ladestation Rosenstraße 70,49.45296200,8.58837000,Rosenstraße 70,68535,Edingen-Neckarhausen,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64530,Ladestation Zeissstraße 4,53.86333300,8.12750000,Zeissstraße 4,68623,Lampertheim,0,1.0,,,,Privatperson,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64536,Ladestation Schwetzinger Straße 95A,49.31459900,8.63756300,Schwetzinger Straße 95A,69190,Walldorf,0,1.0,,,,MVV Energie AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64537,Ladestation Hofener Str. 126,48.81490700,9.22633800,Hofener Str. 126,70372,Stuttgart,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64538,Ladestation Heilbronner Straße 392,48.82200000,9.17500000,Heilbronner Straße 392,70469,Stuttgart,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64539,Ladestation Stuttgarter Straße 70,48.81426110,9.26591980,Stuttgarter Straße 70,70736,Fellbach,0,1.0,,,,Kaufland Vertrieb 35 GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64540,Ladestation Aicher Str. 9,48.67744300,9.21673700,Aicher Str. 9,70794,Filderstadt,0,1.0,,,,Filderstadtwerke (Eigenbetrieb der Stadt Filderstadt),NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64541,Ladestation Metzinger Str. 17,48.65316700,9.21714800,Metzinger Str. 17,70794,Filderstadt,0,1.0,,,,Filderstadtwerke (Eigenbetrieb der Stadt Filderstadt),NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64542,Ladestation Uhlbergstr. 30,48.65423000,9.19628400,Uhlbergstr. 30,70794,Filderstadt,0,1.0,,,,Filderstadtwerke (Eigenbetrieb der Stadt Filderstadt),NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64543,Ladestation Rainäckerstr. ,48.65752950,9.22603664,Rainäckerstr. ,70794,Filderstadt,0,1.0,,,,Filderstadtwerke (Eigenbetrieb der Stadt Filderstadt),NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,KWH,1.0,,,,,,,,,
64545,Ladestation Hanns-Klemm-Straße 13,48.68331100,8.99229700,Hanns-Klemm-Straße 13,71034,Böblingen,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64547,Ladestation Im Meißel 7,48.63047000,9.13889300,Im Meißel 7,71111,Waldenbuch,0,1.0,,,,Stadtwerke Tübingen GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64548,Ladestation Bühlallee 2,48.66153700,8.93920800,Bühlallee 2,71139,Ehningen,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64549,Ladestation Weiler Weg 3,48.65751000,9.11866300,Weiler Weg 3,71144,Steinenbronn,0,1.0,,,,Stadtwerke Tübingen GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64550,Ladestation Stuttgarter Straße 5,48.66068000,9.11926700,Stuttgarter Straße 5,71144,Steinenbronn,0,1.0,,,,Stadtwerke Tübingen GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64551,Ladestation Goldäckerstraße 69,48.66943300,9.12443300,Goldäckerstraße 69,71144,Steinenbronn,0,1.0,,,,Stadtwerke Tübingen GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64554,Ladestation Gödelmann 1,48.86890000,8.85390000,Gödelmann 1,71297,Mönsheim,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64555,Ladestation Ruhrstraße 5*1,48.81865500,9.29954000,Ruhrstraße 5,71332,Waiblingen,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64556,Ladestation Ruhrstraße 5*2,48.81865500,9.29954000,Ruhrstraße 5,71332,Waiblingen,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64557,Ladestation Ruhrstraße 5*3,48.81865500,9.29954000,Ruhrstraße 5,71332,Waiblingen,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64558,Ladestation Heinkelstraße 10*2,48.91976100,9.15420700,Heinkelstraße 10,71634,Ludwigsburg,0,1.0,,,,IKEA Deutschland GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64559,Ladestation Heinkelstraße 10*1,48.91976100,9.15420700,Heinkelstraße 10,71634,Ludwigsburg,0,1.0,,,,IKEA Deutschland GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64560,Ladestation Laiblinger Weg 50*14,48.88425200,9.08707300,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64561,Ladestation Laiblinger Weg 50*13,48.88425500,9.08714100,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64562,Ladestation Laiblinger Weg 50*12,48.88425900,9.08721000,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64563,Ladestation Laiblinger Weg 50*11,48.88426300,9.08727800,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64564,Ladestation Laiblinger Weg 50*10,48.88426600,9.08734700,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64565,Ladestation Laiblinger Weg 50*9,48.88427000,9.08741600,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64566,Ladestation Laiblinger Weg 50*8,48.88427400,9.08748400,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64567,Ladestation Laiblinger Weg 50*2,48.88427700,9.08755200,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64568,Ladestation Laiblinger Weg 50*7,48.88428100,9.08762100,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64569,Ladestation Laiblinger Weg 50*6,48.88428500,9.08768900,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64570,Ladestation Laiblinger Weg 50*5,48.88428800,9.08775700,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64571,Ladestation Laiblinger Weg 50*4,48.88429200,9.08782500,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64572,Ladestation Laiblinger Weg 50*3,48.88429600,9.08789400,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64573,Ladestation Laiblinger Weg 50*16,48.88430000,9.08796300,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64574,Ladestation Laiblinger Weg 50*15,48.88430400,9.08803100,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64575,Ladestation Laiblinger Weg 50*1,48.88430800,9.08810000,Laiblinger Weg 50,71701,Schwieberdingen,0,1.0,,,,Robert Bosch GmbH,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64576,Ladestation Gottlieb-Daimler-Straße 41,48.95620600,9.24482900,Gottlieb-Daimler-Straße 41,71711,Murr,0,1.0,,,,Stadtwerke Ludwigsburg-Kornwestheim GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64577,Ladestation Steinbeisstraße 15,48.96949960,9.26648590,Steinbeisstraße 15,71711,Steinheim an der Murr,0,1.0,,,,Kaufland Dienstleistung Süd-West GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64578,Ladestation Hagenloher Straße 19,48.54049700,9.01259000,Hagenloher Straße 19,72070,Tübingen,0,1.0,,,,Stadtwerke Tübingen GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64579,Ladestation Eisenbahnstr. 140*3,48.51741600,9.08446500,Eisenbahnstr. 140,72072,Tübingen,0,1.0,,,,Hermann Menton GmbH & Co KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64580,Ladestation Poststraße 26,48.47270900,8.93846800,Poststraße 26,72108,Rottenburg am Neckar,0,1.0,,,,Stadtwerke Tübingen GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64581,Ladestation Graf-Bentzel-Str. 22,48.48092625,8.94545138,Graf-Bentzel-Str. 22,72108,Rottenburg am Neckar,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64583,Ladestation Turnhallstraße 30,53.58495826,8.13884139,Turnhallstraße 30,72250,Freudenstadt,0,1.0,,,,Stadtwerke Freudenstadt GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64584,Ladestation Straßburger Straße,48.47425200,8.29501700,Straßburger Straße,72250,Freudenstadt,0,1.0,,,,Stadtwerke Freudenstadt GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64585,Ladestation Dieselstraße 29,48.53794800,8.57267100,Dieselstraße 29,72285,Pfalzgrafenweiler,0,1.0,,,,WeilerWärme eG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64586,Ladestation Schillerstraße 112,48.21227900,9.01179800,Schillerstraße 112,72458,Albstadt,0,1.0,,,,Fischer-J.W. Zander GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64587,Ladestation Sankt-Peter-Straße 4*2,48.49808000,9.20186000,Sankt-Peter-Straße 4,72760,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64588,Ladestation Bantlinstraße 16,48.49354000,9.19409000,Bantlinstraße 16,72762,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64589,Ladestation An der Kreuzeiche 2,48.47904000,9.18795000,An der Kreuzeiche 2,72762,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64590,Ladestation Pestalozzistraße 7,48.48499000,9.19373000,Pestalozzistraße 7,72762,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64591,Ladestation Alteburgstraße 11,48.48809000,9.20713000,Alteburgstraße 11,72762,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64592,Ladestation Reichenecker Straße 5,48.51980000,9.22789000,Reichenecker Straße 5,72766,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64593,Ladestation Mönchstraße 4,48.56480000,9.22844000,Mönchstraße 4,72766,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64594,Ladestation Tannheimer Straße 9,48.53212000,9.20303000,Tannheimer Straße 9,72768,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64595,Ladestation In der Vorstadt 39,48.54655000,9.20604000,In der Vorstadt 39,72768,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64596,Ladestation Mühlstraße 9,48.50057000,9.17677000,Mühlstraße 9,72770,Reutlingen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64597,Ladestation Bahnhofstraße 8,48.45388800,9.09710900,Bahnhofstraße 8,72810,Gomaringen,0,1.0,,,,FairEnergie GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64598,Ladestation Bahnhof Tiefgarage,48.70077800,9.65221700,Bahnhof Tiefgarage,73033,Göppingen,0,1.0,,,,Energieversorgung Filstal GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64599,Ladestation Schlossgasse 7,48.61554800,9.84354900,Schlossgasse 7,73312,Geislingen an der Steige,0,1.0,2,Ladenetz.de,,Albwerk GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,KWH,,1.0,,,,,,,,
64600,Ladestation Rotenbacher Straße 37,48.96122000,10.12457900,Rotenbacher Straße 37,73479,Ellwangen (Jagst),0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64601,Ladestation Schöner Graben 9,48.96023700,10.13489900,Schöner Graben 9,73479,Ellwangen (Jagst),0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64602,Ladestation Killinger Straße 17,48.93929800,10.21511000,Killinger Straße 17,73479,Ellwangen (Jagst),0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64603,Ladestation Schulstraße 9,49.00278100,10.29622400,Schulstraße 9,73495,Stödtlen,0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64604,Ladestation Lorcherstraße 199,48.78801200,9.76301800,Lorcherstraße 199,73529,Schwäbisch gmünd,0,1.0,,,,Stadtwerke Schwäbisch Gmünd GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64605,Ladestation Maierhofstr. 28,48.79728811,9.67497468,Maierhofstr. 28,73547,Lorch,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64606,Ladestation Gmünder Straße 9/1,48.76676500,9.82138500,Gmünder Straße 9/1,73550,Waldstetten,0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64607,Ladestation Zum Turnerheim 27,48.75862400,9.98449800,Zum Turnerheim 27,73566,Bartholomä,0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64608,Ladestation Waiblinger Straße 16,48.81330050,9.52137030,Waiblinger Straße 16,73614,Schorndorf,0,1.0,,,,ALDI GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64609,Ladestation Lutherstr. 75,48.80709285,9.54164332,Lutherstr. 75,73614,Schorndorf,0,1.0,,,,Kaufland Dienstleistung Süd-West GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64610,Ladestation Marktplatz 1,48.81128693,9.43715382,Marktplatz 1,73630,Remshalden,0,1.0,2,Ladenetz.de,,Albwerk GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,KWH,,1.0,,,,,,,,
64611,Ladestation Heilbronner Straße 30,49.13757150,9.06520200,Heilbronner Straße 30,74193,Schwaigern,0,1.0,,,,Kaufland Vertrieb BETA GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64612,Ladestation Talstraße 4,48.96079460,9.13115840,Talstraße 4,74321,Bietigheim-Bissingen,0,1.0,,,,Kaufland Vertrieb ALPHA GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64613,Ladestation Ochsenweg 1*2,49.05401400,9.28705500,Ochsenweg 1,74360,Ilsfeld,0,1.0,,,,Gemeinde Ilsfeld,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64614,Ladestation Frankenstraße 24*1,49.05548400,9.25422200,Frankenstraße 24,74360,Ilsfeld,0,1.0,,,,Gemeinde Ilsfeld,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64615,Ladestation Kreidlerstr. 2,49.03638739,9.14454103,Kreidlerstr. 2,74366,Kirchheim am Neckar,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64616,Ladestation Eugen-Heller-Str 1-3,49.00445000,9.77500000,Eugen-Heller-Str 1-3,74405,Gaildorf,0,1.0,,,,Comfortcharge GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64617,Ladestation Im Buchhorn 3,49.10342900,9.69612400,Im Buchhorn 3,74545,Michelfeld,0,1.0,,,,Autohaus Walter Mulfinger GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64618,Ladestation Am Volksfestplatz*1,49.13974000,10.07608000,Am Volksfestplatz,74564,Crailsheim,0,1.0,,,,Stadtwerke Crailsheim GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64619,Ladestation Hallerstr. 195,49.14092200,10.03325500,Hallerstr. 195,74564,Crailsheim,0,1.0,,,,Kaufland Vertrieb 242 GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64620,Ladestation Krailshausener Straße 15,49.34627900,9.98221100,Krailshausener Straße 15,74575,Schrozberg,0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64621,Ladestation Crailsheimer Straße 1,49.20254100,9.98132300,Crailsheimer Straße 1,74592,Kirchberg an der Jagst,0,1.0,,,,EnBW Ostwürttemberg DonauRies AG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64622,Ladestation Martin-Butzer-Straße,49.35048610,9.14211944,Martin-Butzer-Straße,74821,Mosbach,0,1.0,,,,Stadtwerke Mosbach GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64623,Ladestation Hauptstraße,49.35687220,9.14878880,Hauptstraße,74821,Mosbach,0,1.0,,,,Stadtwerke Mosbach GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64624,Ladestation Schwimmbadweg 4*2,49.25058300,8.87956500,Schwimmbadweg 4,74889,Sinsheim,0,1.0,,,,Stadtwerke Sinsheim Versorgungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64625,Ladestation Schwimmbadweg 4*1,49.25058300,8.87956500,Schwimmbadweg 4,74889,Sinsheim,0,1.0,,,,Stadtwerke Sinsheim Versorgungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,NORMAL,COMBO,,1.0,,,,,,,,
64626,Ladestation Buchäckerring 44*2,49.21194000,9.07725300,Buchäckerring 44,74906,Bad Rappenau,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64627,Ladestation Buchäckerring 44*3,49.21194000,9.07725300,Buchäckerring 44,74906,Bad Rappenau,0,1.0,,,,Allego GmbH,NOT.SPECIFIED,NOT.SPECIFIED,HYPERCHARGE,COMBO,,1.0,,,,,,,,
64634,Ladestation An der Trift 2,49.04445000,8.39407700,An der Trift 2,76149,Karlsruhe,0,1.0,,,,Lidl Dienstleistungs GmbH & Co. KG,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64635,Ladestation Rastatter Straße 13,48.93987000,8.40361500,Rastatter Straße 13,76275,Ettlingen,0,1.0,,,,next step mobility GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64636,Ladestation Pforzheimer Straße 2,48.94331300,8.40829800,Pforzheimer Straße 2,76275,Ettlingen,0,1.0,,,,next step mobility GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
64637,Ladestation Schöllbronner Straße 17,48.93869200,8.41215100,Schöllbronner Straße 17,76275,Ettlingen,0,1.0,,,,next step mobility GmbH,NOT.SPECIFIED,NOT.SPECIFIED,QUICKCHARGE,COMBO,,1.0,,,,,,,,
